Store Number,Name,Telephone,Address1,Address2,City,State,Zip,Latitude,Longitude
79264,King Soopers-Aspen Park #87,303-909-6918,25637 Conifer Road,,Conifer,CO,80433-9078,39.544005,-105.291719
5587,McCaslin & Century,303-926-1568,"459 McCaslin Blvd, Suite 7",Suite 7,Louisville,CO,80027,39.963249,-105.163612
72611,Super Target Superior ST-1769,303-209-0106,400 Marshall Rd,,Superior,CO,80027-8623,39.956338,-105.173567
74348,Safeway-Erie #1667,720-890-0959,3333 Arapahoe Rd #B,,Erie,CO,80516-6006,40.016549,-105.100976
13426,Hwy 287 & Arapahoe-Erie,303-665-5322,3336 Arapahoe,,Erie,CO,80516-6013,40.015787,-105.102386
8626,"Hwy 74 & Hotel Way-Evergreen, CO",303-526-9439,29057 Hotel Way,,Golden,CO,80401,39.697717,-105.329645
79529,Safeway - Conifer #2792,303-838-4375,Hwy 285 & Light Ln,,Conifer,CO,80433,39.52749926,-105.3037755
13938,Conifer Town Center - Conifer,303-838-4924,26724 Conifer Town Center Dr,,Conifer,CO,80433-8558,39.526919,-105.30598
16497,King Soopers-Louisville #13,303-673-1800,1375 S Boulder Rd,,Louisville,CO,80027-2344,39.986873,-105.165978
74879,Safeway - Evergreen #10,303-673-6625,3851 S. Hwy #74,,Evergreen,CO,80439,39.645886,-105.339931
14451,"I-25 & Hwy 52, Frederick",303-833-0894,"3652 Reliance Drive, Suite E",Suite E,Frederick,CO,80530,40.096513,-104.923447
73753,King Soopers Bergen Park #64,,1173 Bergen Pkwy,,Evergreen,CO,80439-9522,39.693179,-105.358267
74353,Safeway-Firestone #1828,303-836-2844,8134 County Rd 13,,Firestone,CO,80520,40.11899,-104.940184
74233,Safeway-Boulder #2919,303-494-5373,4800 E Baseline Road,,Boulder,CO,80303-2699,39.998437,-105.234242
73898,King Soopers - Boulder #33,303-499-4004,3600 Table Mesa Drive,,Boulder,CO,80305-5800,39.98352,-105.251675
10857,"Baseline & Broadway, #7- Boulder",303-494-5109,2400 Baseline RD.,,Boulder,CO,80305-3386,39.999904,-105.263122
246,30th & Arapahoe,303-440-5090,3033 Arapahoe,,Boulder,CO,80303-1016,40.01494,-105.252665
72937,King Soopers-Firestone #105,303-682-4160,6110 Firestone Blvd,,Firestone,CO,80504-6425,40.160066,-104.939088
74497,Safeway-Boulder #2911,303-443-5888,2798 Arapahoe Ave,,Boulder,CO,80302-6714,40.014637,-105.258675
10588,Twenty Ninth Street,303-449-0815,"1810 29th St., 1020",1020,Boulder,CO,80301-1060,40.018658,-105.255478
76166,Target Boulder T-64,303-449-3400,2800 Pearl St,,Boulder,CO,80301-1123,40.021884,-105.256527
5594,28th & Pearl - Boulder,303-449-1881,"2770 Pearl Street, Suite B",Suite B,Boulder,CO,80302-3834,40.022016,-105.258955
240,University and Broadway,303-442-9199,1402 Broadway,,Boulder,CO,80302-6215,40.010746,-105.27665
8677,Firestone-I-25 & Hwy 119,303-776-1775,"11169 I-25 Frontage Road, A",A,Firestone,CO,80504,40.163544,-104.977219
5548,Pearl St. Mall,303-245-9368,1427 Pearl Street,,Boulder,CO,80302-5306,40.018894,-105.276601
74298,Safeway-Boulder #1615,303-938-1271,3325 28th St,,Boulder,CO,80301-1440,40.035269,-105.259768
5306,Ken Pratt & S. Bowen (prev Florida,303-774-9028,"1100 Ken Pratt Boulevard, Ste. A",Ste. A,Longmont,CO,80501-6380,40.152766,-105.111153
74132,Safeway-Longmont #1116,303-651-7952,1050 Ken Pratt Blvd,,Longmont,CO,80501-6362,40.153475,-105.109701
6638,Hover & Trade Center Dr,303-774-0143,"1087 South Hover Street, Unit A",Unit A,Longmont,CO,80501-7961,40.147298,-105.131426
73844,King Soopers - Longmont #80,303-702-0099,995 South Hover Street,,Longmont,CO,80501-7908,40.150616,-105.133686
76651,Super Target Longmont T-2218,720-864-4393,551 S Hover Rd,,Longmont,CO,80501,40.15337673,-105.1322112
10317,Colorado & I-70- Idaho Springs,303-567-2578,2900 Colorado Blvd,,Idaho Springs,CO,80452,39.741657,-105.49748
74110,Safeway-Longmont #1634,303-485-9500,1630 Pace Street,,Longmont,CO,80504-2119,40.187383,-105.072103
74110,Safeway-Longmont #1634 RELO,303-485-9500,1630 Pace Street,,Longmont,CO,80504-2119,40.187424,-105.073944
75527,Ameristar Mountain High Casino,720-946-4109,110 Richman Rd,,Blackhawk,CO,80422,39.80033,-105.490147
8663,17th & Pace-Longmont,720-494-9794,"815 East 17th Ave, Unit C-5",Unit C-5,Longmont,CO,80501-2604,40.18837,-105.076892
74333,Safeway-Monument #1440,719-488-1187,624 Hwy 105,,Monument,CO,80132-9169,39.098709,-104.865665
6759,Monument @ I-25,719-488-8872,541 Highway 105,,Monument,CO,80132-9127,39.0964,-104.86606
10677,17th & Main- Longmont,303-772-0475,1749 Main St,,Longmont,CO,80501-7441,40.190611,-105.102599
74238,Safeway-Longmont #2910,303-776-0506,1632 Hover Road,,Longmont,CO,80501,40.1879,-105.129745
9693,17th and Hover- Longmont,303-651-5683,2318 17th Avenue,,Longmont,CO,80501-9747,40.188931,-105.129995
75535,Vail @ Dumont,303-567-4530,"308 County Rd, 308B",308B,Dumont,CO,80436,39.76461,-105.60023
76762,Super Target Colo Springs ST-2221,719-302-4266,9670 Promenent Point,,Colorado Springs,CO,80924-5000,38.97377431,-104.746139
13336,Briargate and Union,719-282-8842,"9275 NORTH UNION BLVD, 100",100,Colorado Springs,CO,80920-7832,38.964943,-104.756977
73722,King Soopers-Colorado Springs #119,719-522-2200,9225 North Union Blvd,,Colorado Springs,CO,80920-7826,38.96448694,-104.7553555
6845,Hwy 83 & Briargate-Colorado Springs,719-594-9405,"1605 Briargate Parkway, D400",D400,Colorado Springs,CO,80920,38.964281,-104.795876
6946,Woodland Park,719-686-7850,320 W Midland Ave,,Woodland Park,CO,80863-3162,38.994461,-105.056556
73585,Albertsons-N Union #840,719-282-9066,8750 N Union Blvd,,Colorado Springs,CO,80920-7797,38.958845,-104.766704
74343,Safeway-Woodland Park #1578,719-686-1836,1101 E Hwy 24,,Woodland Park,CO,80863,38.98269,-105.046628
76125,Target Greeley T-1813,970-330-5443,4400 Centerplace Dr,,Greeley,CO,80634-3756,40.393705,-104.75008
74415,Safeway-Greeley #2666,970-330-9956,4548 Center Place Drive,,Greeley,CO,80634-3747,40.395082,-104.753833
11838,Hwy 34 Bypass & 47th Ave - Greeley,970-330-0138,"4629 Centerplace Dr, A",A,Greeley,CO,80634-3750,40.395751,-104.754886
6919,Hwy 34 BP & 11th Ave-Greeley,970-346-1276,2604 11th Ave,,Greeley,CO,80631-8441,40.394533,-104.696509
6216,North Academy & Chapel Hill,719-598-0942,"7650 N. Academy Blvd., #3",#3,Colorado Springs,CO,80920-3208,38.942039,-104.80005
6352,Woodmen & Rangewood,719-593-5967,"3560 East Woodmen Rd, #100",#100,Colorado Springs,CO,80920-2106,38.938118,-104.760701
73632,Albertsons-Austin Bluffs #803,719-264-8650,7055 Austin Bluffs Parkway,,Colorado Springs,CO,80923-9276,38.932402,-104.7392
75277,University Center - UNCO Greeley,970-351-2164,2045 10th Ave,,Greeley,CO,80639-6951,40.405272,-104.694697
6872,Academy & Brookwood-CO Springs,719-260-9870,6815 N. Academy,,Colorado Springs,CO,80918-1124,38.930705,-104.793889
74261,Safeway-Falcon #1644,719-495-7300,7655 McLaughlin Road,,Falcon,CO,80831-4727,38.941296,-104.60149
6948,Centennial & Vindicator-CO Springs,719-260-9460,6896 Centennial Blvd,,Colorado Springs,CO,80919-5114,38.930506,-104.865463
74310,Safeway - Colorado Springs #2839,719-548-1404,840 Village Center Blvd,,Colorado Springs,CO,80919-3603,38.923859,-104.844119
74363,Safeway-Greeley #2918,970-351-8350,3526 W 10th St,,Greeley,CO,80634-1824,40.421425,-104.736048
75611,Intrawest Winter Park,970-722-5400,201 Zyphyr Way,,Winter Park,CO,80482,39.885409,-105.761347
75672,Keystone River Run Relocation,970-496-4733,"140 Ida Belle Road, F-18",F-18,Keystone,CO,80435-7780,39.607616,-105.943827
74340,Safeway-Fraser #1568,970-726-9484,40 Colorado Hwy 804,,Fraser,CO,80442,39.945344,-105.811083
6684,Main Street - Breckenridge,970-547-4373,225 S. Main Street,,Breckenridge,CO,80424,39.479786,-106.046138
5458,Dillon Ridge Market Place,970-513-7084,"324 US Hwy 6, Unit E",Unit E,Dillon,CO,80435,39.630247,-106.054952
73824,City Market-Dillon #420,970-468-2363,300 US Hwy 6,,Dillon,CO,80435,39.630252,-106.056141
5372,"710 Summit Blvd. - Frisco, CO",970-668-4775,"710 Summit Blvd., Ste. 101, P.O. 2698","Ste. 101, P.O. 2698",Frisco,CO,80443-1728,39.58494,-106.095184
74335,Safeway-Frisco #836,970-668-5144,1008 N Summit Blvd,,Frisco,CO,80443,39.5752,-106.101906
6382,14th Str & Taft Ave,970-613-8600,1317 Eagle Drive,,Loveland,CO,80537-8059,40.379259,-105.099372
10499,Hwy 34 & Taft--Loveland,970-663-1827,1510 W Eisenhower Blvd,,Loveland,CO,80537-3116,40.407063,-105.098816
74341,Safeway - Loveland #914,970-669-1342,2321 W Eisenhower Blvd,,Loveland,CO,80537-3151,40.408503,-105.109586
11169,"Hwy. 34 & County Rd. 5, Johnstown",970-663-4014,4910 Thompson Pkwy,,Johnstown,CO,80534-6425,40.40653,-104.981366
10723,"Loveland Marketplace, CO",970-663-4177,3157 N Garfield,,Loveland,CO,80538-2298,40.425989,-105.078073
6508,Estes Park,970-586-1600,"356 E Elkhorn Ave, #2",#2,Estes Park,CO,80517,40.3770999,-105.5183882
74380,Safeway-Estes Park #920,970-586-4447,451 E Wonderview Ave,,Estes Park,CO,80517-9647,40.377196,-105.51837
15028,"King Soopers-Greeley, CO #117",970-392-4140,6922 W 10th St,,Greeley,CO,80634,40.421452,-104.79445
6906,10th Street & 47th Ave-Greeley,970-353-3545,"4320 9th St Rd, B101",B101,Greeley,CO,80634-1351,40.422668,-104.748507
72926,City Market-Granby #446,970-887-7140,1001 Thompson Road,,Granby,CO,80446,40.062909,-105.92887
74342,Safeway-Windsor,970-674-1177,1535 Main St,,Windsor,CO,80550-5993,40.478175,-104.927811
72848,King Soopers-Windsor #104,970-674-2830,1520 Main Street,,Windsor,CO,80550-7909,40.481141,-104.92773
6910,Harmony & Timberline-Fort Collins,970-229-0680,"4609 S Timberline Rd, Unit A101",Unit A101,Fort Collins,CO,80528-3170,40.522677,-105.042165
73806,King Soopers-Ft Collins #73,970-223-5759,4503 JFK Pkwy,,Ft Collins,CO,80525,40.523865,-105.07374
5449,Harmony & JFK,970-226-3571,250 E. Harmony Road,,Fort Collins,CO,80525-3295,40.523907,-105.073725
8830,Powers & Stetson,719-573-4758,6082 Stetson Blvd,,Colorado Springs,CO,80923-3562,38.910817,-104.715281
10897,Academy & Flintridge-Colorado Spri,719-593-1481,4825 Academy Blvd N,,Colorado Springs,CO,80918-4121,38.902276,-104.768681
6392,Garden of the Gods @ Centennial,719-534-0424,4465 Centennial Blvd.,,Colorado Springs,CO,80907-3739,38.895981,-104.849807
5354,Academy & Austin Bluffs,719-265-9291,"4272 N. Academy Blvd., Suite 5",Suite 5,Colorado Springs,CO,80918-6656,38.892742,-104.757927
72692,Super Target Colorado SpringsST1501,719-574-4351,3810 Bloomington St,,Colorado Springs,CO,80922-3203,38.888398,-104.718056
5333,Powers & Constitution,719-638-1447,2856 North Powers Boulevard,,Colorado Springs,CO,80922-2800,38.873887,-104.721574
74347,Safeway-Fort Collins #1552,970-223-6335,1426 E Harmony Rd,,Fort Collins,CO,80525-3297,40.524654,-105.051809
76907,SuperTarget Fort Collins East ST-24,,2936 Council Tree Ave,,Fort Collins,CO,80525-6300,40.527219,-105.078846
2202,College & Horsetooth,970-204-9948,3600 South College Avenue,,Fort Collins,CO,80525-3067,40.537598,-105.076461
74388,Safeway-Fort Collins #2913,970-484-6048,"2160 W Drake Rd, Unit 6",,Fort Collins,CO,80526-1486,40.554306,-105.116465
5671,Drake & Shields,970-224-3903,"838 West Drake Road, 101",101,Fort Collins,CO,80526-5532,40.552903,-105.092059
296,Scotch Pines,970-223-6308,"2601 S Lemay, Ste 130",Ste 130,Fort Collins,CO,80525-2295,40.55055,-105.058559
79240,King Soopers-Fort Collins #97,970-267-5100,2602 S Timberline Rd,,Fort Collins,CO,80525-2401,40.552276,-105.038511
3780,King Soopers-Fort Collins #9,970-221-4943,1015 S Taft Hill Rd,,Fort Collins,CO,80521-4240,40.57417,-105.1152
14944,College & Stuart,970-484-1517,1708 S. College Ave.,,Fort Collins,CO,80525-1009,40.564462,-105.076388
14104,Elizabeth & City Park-Fort Collins,970-407-1258,1335 West Elizabeth,,Fort Collins,CO,80521-4517,40.574383,-105.09954
74357,Safeway-Fort Collins #1071,970-484-0222,460A South College,,Fort Collins,CO,80524-2993,40.582042,-105.076226
6570,Northern Hotel,970-407-9262,172 North College Ave,,Fort Collins,CO,80524-4417,40.588679,-105.076717
15467,"King Soopers-Ft. Collins, CO #99",970-494-6940,1842 N College Ave,,Fort Collins,CO,80524-1333,40.610577,-105.07646
72896,King Soopers-Colorado Springs #133,719-866-6645,3250 Centennial Blvd,,Colorado Springs,CO,80907-4077,38.877196,-104.848562
74397,Safeway-Colorado Springs #812,719-471-7243,2210 N Wahsatch Ave,,Colorado Springs,CO,80907-6940,38.864499,-104.81726
74157,Safeway-Colorado Springs #1499,719-573-4890,2890 N Powers Blvd,,Colorado Springs,CO,80922-2800,38.87383756,-104.7221807
74386,Safeway-Colorado Springs #1286,,3275 W Colorado Ave,,Colorado Springs,CO,80904-1905,38.855096,-104.8767
6884,31st & Colorado-CO Springs,719-578-5412,3104 W. Colorado Avenue,,Colorado Springs,CO,80904-2041,38.853691,-104.872216
72587,King Soopers-Colorado Springs #6,719-636-5043,1750 W. Unitah St.,,Colorado Springs,CO,80904-2926,38.847968,-104.847367
74159,Safeway-Colorado Springs #1466,719-573-6023,1121 N. Circle Dr.,,Colorado Springs,CO,80909-3134,38.848232,-104.772833
297,The Citadel (B&N),719-591-9120,747 Citadel Drive East,,Colorado Springs,CO,80909-5302,38.843467,-104.758172
267,Colorado Springs,719-447-0680,134 North Tejon,,Colorado Springs,CO,80903-1406,38.836557,-104.823635
5612,7 S.Tejon @ Pikes Peak,719-633-3441,7 South Tejon,,Colorado Springs,CO,80903-1505,38.833533,-104.823261
74199,Safeway-Colorado Springs #1792,719-591-0880,1425 S Murray Blvd,,Colorado Springs,CO,80916-3975,38.812707,-104.746981
79680,Safeway - Colorado Springs #2816,,1920 S Nevada Ave,,Colorado Springs,CO,80905-3407,38.806033,-104.823086
5802,Lake & Nevada (Broadmoar),719-475-0466,2130 Southgate Rd,,Colorado Springs,CO,80906-2683,38.8013693,-104.8192895
75421,Peterson AFB BX,719-596-7272,1040 East Stewart Avenue,,Peterson AFB,CO,80914-2900,38.812564,-104.67875
11713,Hancock and Academy- Colorado Sprin,719-390-6430,"2960 South Academy Blvd., 150",150,Colorado Springs,CO,80916-3003,38.789773,-104.758623
6832,Nevada & Cheyenne Meadows,719-579-0697,817 Cheyenne Meadows Rd,,Colorado Springs,CO,80906-4929,38.777595,-104.81235
74490,Safeway - Colorado Springs #1577,719-527-0146,6520 S Academy Blvd,,Colorado Springs,CO,80906-8614,38.767375,-104.814965
15861,Fort Carson New BX,719-576-5661,6110 Martinez St,,Fort Carson,CO,80913-2048,38.74036,-104.797585
74245,Safeway-Fountain #1975,719-322-9351,6925 Mesa Ridge Parkway,,Fountain,CO,80817-1543,38.716533,-104.699289
74155,Safeway-Pueblo West #1760,719-547-2108,1017 N Market Plaza,,Pueblo West,CO,81007-1530,38.32575931,-104.6974989
72122,Beaver Creek 1,970-845-6245,"Service Center, Building A",Building A,Avon,CO,81620,39.567313,-106.415415
72901,City Market-Avon CO #426,970-949-5409,260 Beaver Creek Pl,,Avon,CO,81620,39.5673,-106.416
1301,Vail Resorts - Vail Village,970-476-1202,242 E Meadow Dr,,Vail,CO,81657-4594,39.641823,-106.37381
78016,Arrabelle at Vail Square Lionshead,970-754-7745,Eagle Bahn Gondola building,,Vail,CO,81658,39.643013,-106.390642
74366,Safeway-Vail #631,970-476-3561,2131 N Frontage Rd W,,Vail,CO,81657-4957,39.630959,-106.417967
5397,25 Hurd Lane - Avon,970-748-1072,25 Hurd Lane,,Avon,CO,81620,39.632345,-106.521172
6615,Edwards,970-926-5444,"216 Main Street, C-105",C-105,Edwards,CO,81632-8128,39.642246,-106.590407
75581,Vail @ Aspen,970-544-6830,555 E Durant,,Aspen,CO,81611-1994,39.187137,-106.818479
73888,City Market-Eagle #434,970-328-1302,103 Market Dr,,Eagle,CO,81631,39.662347,-106.827828
79746,Safeway-Salida #2817,719-539-3513,232 G St,,Salida,CO,81201-2019,38.536032,-105.994536
79273,City Market - Steamboat Sprngs #414,661-663-0595,1825 Central Park Plaza,,Steamboat Springs,CO,80477,40.462831,-106.821678
73754,City Market - El Jabel #433,909633360,250 E Valley Rd,,El Jebel,CO,81623-7736,39.39212,-107.087816
74833,Safeway - Steamboat Springs #637,970-879-3766,37500 E US Hwy 40,,Steamboat Springs,CO,80488,40.465969,-106.824493
2939,Hwy 40 & Anglers Dr-Steamboat Sprin,970-871-1303,"B255 Anglers Drive, Building, Suite A",Suite A,Steamboat Springs,CO,80477,40.466885,-106.825443
76434,Target Glenwood Springs T-2029,970-945-8006,110 W Meadow,,Glenwood Springs,CO,81601-8744,39.55572099,-107.3434184
74534,Safeway-Glenwood Springs #1132,970-945-2002,2001 Grand Street,,Glenwood Springs,CO,81601-4115,39.53194,-107.326273
11107,I-70 & Midland- Glenwood Springs,970-947-9097,"25 Market St., Unit E",,Glenwood Springs,CO,81601-8525,39.554528,-107.342996
79614,Safeway - Craig #635,,1295 Victory Way,,Craig,CO,81625,40.51532385,-107.5605606
74385,Safeway-Laramie #2466,307-721-5107,554 N 3rd St,,Laramie,WY,82072-3012,41.316978,-105.594614
73320,Albertsons-Laramie WY #2063,307-742-8146,3112 E. Grand,,Laramie,WY,82070-5141,41.308181,-105.555739
13492,Eagleridge & Elizabeth - Pueblo,719-542-1124,700 Eagleridge Blvd,,Pueblo,CO,81008-2197,38.320265,-104.61844
6627,Hwy 50 & Outlook,719-296-0300,"1565 Highway 50 West, B-2",B-2,Pueblo,CO,81008,38.31074404,-104.6273454
11112,4th and Abriendo,719-544-3624,1500 West 4th Street,,Pueblo,CO,81004-1207,38.266071,-104.627494
2875,Pueblo & Northern-Pueblo,719-564-5064,1875 S Pueblo Blvd,,Pueblo,CO,81005-2105,38.234949,-104.664672
79617,Safeway - Trinidad #722,,457 W Main St,,Trinidad,CO,81082-2623,37.16734,-104.509447
74491,Safeway-Alamosa #1681,719-587-3075,1301 Main St,,Alamosa,CO,81101-2120,37.468334,-105.87547
9597,College & Main-Durango,970-375-1694,558 Main Avenue,,Durango,CO,81301-5439,37.269792,-107.88166
73347,Albertsons-Durango #801,970-982-2224,311 West College Drive,,Durango,CO,81301-5911,37.271715,-107.885195
79748,Safeway-Aztec #1438,505-334-7334,415 N Main Ave,,Aztec,NM,87410-1927,36.825134,-107.9946
76642,Target Farmington T-952,505-327-7400,4900 E Main St,,Farmington,NM,87402-8658,36.768751,-108.147634
10041,"Main & Largo, Farmington",505-325-4818,"4337 E. Main Street, #101",#101,Farmington,NM,87402-8634,36.762063,-108.154935
74243,Safeway-Farmington #2004,505-327-3349,3540 E Main St,,Farmington,NM,87402-5329,36.751423,-108.160805
73871,City Market-Gunnison #419,970-641-3816,880 N Main,,Gunnison,CO,81230-2414,38.553318,-106.92581
76854,Target Montrose T-2343,970-497-8980,3530 Wolverine Dr,,Montrose,CO,81401-4952,38.445642,-107.867655
8664,Montrose-Hwy 550 & Venture Way,970-249-7633,2620 Wood Gate Road,,Montrose,CO,81401-5782,38.45663,-107.865059
72588,King Soopers-Montrose #440,970-240-3236,16400 S. Townsend,,Montrose,CO,81401-5404,38.452425,-107.867744
8685,Rifle-I-70 & CO Rd 346,970-625-8985,"900 Airport Road, 1",1,Rifle,CO,81650-8527,39.523032,-107.769747
10896,I-70 Business Loop & 32 Rd - C,970-434-7502,570 32 Rd,,Clifton,CO,81520-7676,39.087183,-108.460009
72596,City Market-Grand Junction #425,970-434-9603,569 32 Road,,Grand Junction,CO,81504-7053,39.087379,-108.461374
74318,Safeway-Grand Junction #1533,970-248-9869,2901 F Rd,,Grand Junction,CO,81504-5440,39.090811,-108.513701
73561,Albertsons-Grand Jct #886,970-241-8536,1830 N 12th St,,Grand Junction,CO,81501-7612,39.083204,-108.551175
79471,City Market - Grand Junction #432,970-241-2278,200 Rood Ave,,Grand Junction,CO,81501-7819,39.068528,-108.569645
74330,Safeway-Grand Junction #2625,970-254-0227,681 Horizon Dr,,Grand Junction,CO,81506-1995,39.103965,-108.551074
73431,Albertsons-Grand Jct #897,970-257-0072,2512 Broadway,,Grand Junction,CO,81507-2758,39.06675542,-108.5883695
11477,Hwy 6 & 50 & 25 Road - Grand Juncti,970-241-0176,"2504 Hwy 6 & 50, 100",100,Grand Junction,CO,81505-7170,39.083566,-108.587873
76164,Target Grand Junction T-93,970-245-8056,2424 US-6 & 50,,Grand Junction,CO,81505,39.093622,-108.601926
10676,24 Rd & Kassandra- Grand Junction,970-241-1093,624 Rae Lynn St.,,Grand Junction,CO,81505-1283,39.095797,-108.608725
70332,City Market-Grand Junction #451,970-244-8100,630 24 Rd,,Grand Junction,CO,81505-1239,39.097023,-108.607925
79381,City Market-Moab #410,435-259-5181,425 S Main St,,Moab,UT,84532-2921,38.56689,-109.54943
9619,Eastridge Mall- Casper,307-234-9470,4585 East 2nd St.,,Casper,WY,82609-4317,42.848602,-106.264984
79668,Safeway - Casper #2468,,300 E Wyoming Blvd,,Casper,WY,82609-4201,42.848164,-106.27263
11862,"Cy Ave. & Wyoming  Blvd.--Casper, W",307-234-6550,4003 Cy Ave,,Casper,WY,82604-4238,42.82021,-106.371155
10849,I-80 & Dewar Dr-Rock Springs,307-362-7145,118 Westland Way,,Rock Springs,WY,82901-5751,41.578357,-109.251766
16502,Albertsons-Jackson Hole #183,307-733-5950,105 Buffalo Way,,Jackson,WY,83001-4806,43.472573,-110.788174
73652,Assoc Food Store-Park City #2307,435-645-7940,3151 W Kilby Rd,,Park City,UT,84098-8309,40.750558,-111.570347
10058,Kimball Junction- Park City,435-940-1067,"6400 N Highway 224, E-1",E-1,Park City,UT,84098-5955,40.724365,-111.54442
79340,Fred Meyer-Pocatello #260,208-239-4000,800 Yellowstone Avenue,,Pocatello,ID,83201-4433,42.889235,-112.449655
73681,Albertsons - Pocatello #159,208-233-0455,330 East Benton,,Pocatello,ID,83201-6526,42.862504,-112.442692
11123,150 Bullock St-Pocatello,208-237-1653,"150 Bullock St, 1",1,Pocatello,ID,83202-5066,42.911322,-112.465292
11844,I-15 & Broadway- Idaho Falls,208-522-1974,157 Houston Circle,,Idaho Falls,ID,83402-5089,43.495036,-112.050951
79335,Fred Meyer - Idaho Falls #156,208-535-2520,1555 Northgate Mile,,Idaho Falls,ID,83401-2014,43.510375,-112.020068
73573,Albertsons-Hailey #130,208-788-6709,911 Main Street N,,Hailey,ID,83333-8608,43.527537,-114.321883
10984,"1600 North & Main, Logan",435-752-4657,1620 North Main Street,,Logan,UT,84341-1920,41.76177,-111.833848
16572,Ketchum Town Center,208-928-7039,491 Sun Valley Rd,,Ketchum,ID,83340,43.688418,-114.357098
11959,Filer & Blue Lakes Blvd-,208-733-2389,509 Blue Lakes Blvd  N.,,Twin Falls,ID,83301-4034,42.570659,-114.460838
76372,Target Twin Falls T-699,208-736-0700,1611 North Blue Lakes Blvd,,Twin Falls,ID,83301-3374,42.590503,-114.463021
3354,Lewiston,208-798-0627,"1325 21st, Suite A",Suite A,Lewiston,ID,83501-3504,46.406634,-117.001383
11317,Bridge Street Plaza- Clarkston,509-751-8472,"303 Bridge Street, 1",1,Clarkston,WA,99403-2921,46.419858,-117.041922
73319,Albertsons-Clarkston #241,509-758-5523,400 Bridge St,,Clarkston,WA,99403-1931,46.420353,-117.0419
79663,Safeway - Moscow #383,208-883-0713,1320 Blaine St,,Moscow,ID,83843-3971,46.722354,-116.983211
3760,University of Idaho-bookstore,208-885-6600,710 S Deakin St,,Moscow,ID,83844-9802,46.728104,-117.00666
3357,Palouse Mall,208-882-2163,"1994 West Pullman Road, Suite G-15",Suite G-15,Moscow,ID,83843-4013,46.734071,-117.028907
74404,Safeway-Pullman #2639,509-334-0803,430 SE Bishop Blvd,,Pullman,WA,99163-5503,46.715836,-117.178087
3358,Pullman II,509-334-0800,421 NE Stadium Way,,Pullman,WA,99163-3825,46.739399,-117.17188
4130,Albertsons - Emmett #126,208-365-4420,640 Highway 16,,Emmett,ID,83617-9461,43.861237,-116.49338
3236,Eagle Plaza,208-938-0630,"228 East Plaza St., Suite A",Suite A,Eagle,ID,83616-5982,43.69169,-116.33833
73690,Albertsons -- Eagle #182,208-939-9850,250 South Eagle Rd,,Eagle,ID,83616-5906,43.692647,-116.352234
10732,Glenwood & Chinden- Boise,208-375-0447,4971 N. Glenwood St.,,Garden City,ID,83714-1325,43.650109,-116.280126
9879,State and Veterans Parkway-Boise,208-336-3508,3809 W State Street,,Boise,ID,83703-5221,43.640058,-116.235937
73130,Albertsons-Boise #101,208-342-5651,1650 W. State St.,,Boise,ID,83702-4040,43.624921,-116.209506
3235,17th & State/Boise,208-367-0781,1797 W. State Street,,Boise,ID,83702-3924,43.6243,-116.212142
10268,Eagle & McMillan- Meridian,208-939-2547,4622 N Eagle Road,,Boise,ID,83713-5267,43.646926,-116.353593
73137,Albertsons-Boise #161,208-322-7744,10700 Ustick Road,,Boise,ID,83713-5103,43.634488,-116.315901
13519,Fairview & Cole - Boise,208-322-2303,7373 West Fairview,,Boise,ID,83704-8512,43.61903,-116.273786
75455,BSU Albertsons Library,,1910 University Dr,,Boise,ID,83725-0001,43.602794,-116.201954
3266,Broadway Ave.&Belmont,208-385-0269,1100 Broadway Ave.,,Boise,ID,83706,43.599461,-116.192995
72728,Fred Meyer - Boise #662,208-429-6400,5230 W. Franklin Road,,Boise,ID,83705-1109,43.603569,-116.245531
10070,Boise Towne Square,208-672-2677,"350 N. Milwaukee, 2035",2035,Boise,ID,83704-9123,43.608635,-116.284294
3246,Franklin Towne Plaza/Boise,208-377-1582,8077 Franklin Road,,Boise,ID,83709-0620,43.604695,-116.282635
8832,Eagle Road & Florence Dr.,208-846-8483,3120 E Florence Street,,Meridian,ID,83642-1586,43.617477,-116.355159
73478,Albertsons-Boise #193,208-331-1953,1653 South Vista Ave,,Boise,ID,83705-3172,43.589345,-116.215251
13571,Milwaukee & Overland- Boise,208-377-0683,8275 West Overland Rd.,,Boise,ID,83709-1637,43.59008547,-116.2666699
9297,Boise Avenue and Apple-ID,208-344-2344,672 East Boise Avenue,,Boise,ID,83706-5118,43.579034,-116.17448
3254,Five Mile & Overland / Fred Meyer,208-377-4528,"10751 West Overland Rd., Suite C",Suite C,Boise,ID,83709-1300,43.589485,-116.316232
15773,Albertsons - Meridian #180,208-884-5471,3301 W Cherry Ln,,Meridian,ID,83642-1119,43.619164,-116.43469
72706,Fred Meyer - Boise #613,208-424-7500,3527 Federal Way,,Boise,ID,83705-5204,43.568368,-116.187139
8831,Meridian Rd. & Corporate Dr,208-887-1040,536 S Meridian Rd,,Meridian,ID,83642-4539,43.599566,-116.393351
14832,Eagle & Franklin - Meridian,208-888-7036,"3240 East Louise Dr., Suite #100",Suite #100,Meridian,ID,83642,43.5907,-116.3879
76698,Target Nampa T-2206,208-465-6800,16300 N Marketplace Blvd,,Nampa,ID,83687-7910,43.60967482,-116.5891339
13688,"Karcher Mall - Nampa, ID",208-463-0404,1451 Caldwell Blvd,,Nampa,ID,83651-1607,43.6016384,-116.6005397
